Автор,Место работы автора,Специализация адресата,Содержание,Примечание,Количество слов
21,193,4,2796,0,6
1078,441,5,2982,0,8
986,745,10,10,0,9
1610,720,5,796,0,7
1482,648,5,1749,0,10
1256,794,10,2398,0,11
1809,442,5,3409,0,14
25,1043,3,2272,76,11
11,858,5,1918,0,23
197,499,10,1377,0,13
769,1282,10,1686,5,13
769,1282,10,180,5,16
1609,1339,1,837,91,3
928,404,4,507,0,7
825,900,2,1645,0,18
527,799,10,3706,0,7
1664,532,10,1517,0,10
1050,1384,4,3307,0,6
386,1268,4,513,0,9
1690,694,4,3306,0,7
207,1073,1,910,31,4
1445,1239,3,387,38,9
1671,902,5,3287,0,14
1466,1017,10,3731,0,7
734,1390,6,257,0,8
825,900,5,131,0,19
1256,794,10,3706,0,7
1705,1220,1,3092,0,7
472,9,4,508,0,6
248,829,5,2837,0,23
849,516,10,3351,0,5
1104,1337,4,3607,0,6
459,261,5,2720,0,10
1657,1089,5,3579,0,6
1320,647,10,3388,0,9
608,48,8,1135,196,3
1577,1240,10,705,0,9
25,1043,6,1959,0,8
414,711,5,3505,0,11
479,1119,1,3023,0,14
1775,743,10,2761,0,7
284,654,1,3023,0,14
1793,741,10,3692,0,6
1497,675,10,812,0,6
1709,739,10,2823,0,8
1247,316,3,2035,0,3
536,632,10,627,0,8
1643,191,4,506,0,4
1297,994,5,1788,0,21
1056,1177,10,3743,0,11
1638,598,4,479,0,5
134,1232,4,502,0,9
641,1322,9,2506,0,15
181,1361,4,93,0,9
788,1050,5,1253,0,24
470,806,10,3706,0,7
39,8,5,2075,0,8
1359,748,5,3680,0,8
1436,1009,1,2731,0,11
980,1124,1,193,0,6
938,1193,10,2480,0,9
746,798,1,3015,0,8
1788,205,5,1920,0,8
761,395,2,1196,196,6
572,1075,1,834,0,4
905,1134,5,3000,0,4
1427,1221,4,3107,0,6
1501,1335,4,512,0,6
1587,1387,4,509,0,4
199,692,4,509,0,4
1404,1348,4,3305,0,5
1429,1298,4,504,0,5
1080,988,1,96,0,9
1555,1450,4,510,0,8
315,203,5,2872,0,9
1050,1381,4,535,0,11
1617,445,6,3695,0,5
25,1043,3,3245,0,11
1433,653,5,1487,0,38
1412,330,3,1489,0,9
1218,10,4,192,0,11
985,1333,4,516,0,6
958,1232,4,143,0,9
618,1210,10,120,0,5
1411,1281,10,134,0,7
872,20,5,1137,0,16
7,1088,1,834,0,4
910,497,10,460,196,5
933,250,10,3036,0,6
1773,1143,3,3099,0,7
9,256,10,3223,0,9
996,593,5,3163,0,14
1303,515,10,178,196,8
661,1000,5,2162,0,6
36,844,5,354,0,8
418,78,1,837,0,3
937,1434,5,3126,0,9
1164,822,5,2342,0,4
1426,1377,5,3037,0,3
723,1317,4,3431,0,15
1692,895,9,136,0,3
673,910,1,2614,0,9
1232,785,5,2520,0,7
60,638,4,2795,0,11
281,1314,4,511,0,5
1515,727,10,3706,0,7
1425,1242,1,874,0,8
577,537,10,2761,0,7
1765,1303,4,511,0,5
1714,1313,4,511,0,5
1164,822,10,3706,0,7
1598,775,10,3706,0,7
1598,775,10,2286,0,9
1791,245,4,489,0,7
581,850,3,1861,0,9
100,424,6,3699,0,6
1738,129,6,3698,0,5
1114,173,3,2359,0,5
1231,1331,4,3142,0,5
1555,1450,1,3628,0,7
1095,402,2,1328,0,7
284,654,5,3395,0,7
403,759,10,3743,0,11
225,626,2,978,196,5
1788,205,5,3511,0,13
1541,1367,1,3076,0,6
1808,1296,10,165,0,10
170,814,5,3461,0,20
1788,205,5,1938,0,11
590,452,10,3706,0,7
192,774,10,3706,0,7
176,92,6,2411,0,7
1320,647,9,3230,0,10
1777,1072,5,1796,0,10
750,728,10,3706,0,7
437,271,10,3743,0,11
1812,160,10,3705,0,5
925,1203,10,1093,0,6
1750,980,4,2729,0,9
465,938,5,3288,0,8
1750,980,4,2605,0,3
962,163,5,3098,0,7
1604,511,5,3529,0,10
816,798,3,465,0,7
590,452,6,3696,0,3
947,381,1,1790,0,4
980,1124,7,3693,0,5
1810,33,1,3108,12,15
849,516,10,1977,0,6
97,1462,5,2050,0,4
1008,413,3,2269,0,5
704,764,10,663,0,6
1123,1194,10,3054,0,6
1675,791,5,1825,0,7
1223,780,10,2288,0,5
360,131,1,2862,0,14
1748,906,5,3215,72,11
435,965,1,1113,0,8
1273,261,1,6,0,15
622,997,1,1108,0,3
280,415,3,1171,0,12
1113,212,3,3313,0,12
882,1075,6,3693,0,5
927,553,5,1356,0,8
927,553,10,1079,0,12
1750,980,1,127,0,13
689,52,1,1241,0,13
1123,1194,10,685,0,7
542,1176,10,1666,0,5
389,48,1,1737,0,4
280,415,10,3102,0,8
1088,662,5,3637,0,4
1418,1138,5,798,0,16
679,853,5,1870,0,7
531,1143,1,3350,0,8
1217,960,1,1211,0,5
1442,720,7,3693,0,5
574,846,1,2198,0,12
1203,1133,1,2198,0,12
728,1008,1,450,0,4
1448,59,3,2102,0,7
1448,59,5,2102,0,7
1562,52,3,1837,0,5
1788,205,5,273,0,12
410,1056,5,2662,0,12
1752,1151,5,3258,0,14
591,98,1,837,15,3
932,119,10,2222,197,4
563,808,10,3707,0,8
969,17,7,3693,0,5
1726,1225,1,837,0,3
858,674,5,2058,0,6
1470,565,1,3309,0,7
870,896,5,1228,0,12
88,346,3,1641,0,6
88,346,9,3265,0,5
810,754,10,873,0,11
132,1218,5,2205,0,6
248,785,5,2923,0,14
1188,1062,4,3434,0,6
1768,1172,5,2604,0,4
1069,481,10,2364,0,6
603,898,1,2013,0,11
360,131,5,1936,0,29
988,1071,3,834,0,4
975,560,5,187,0,25
1750,980,4,1897,0,6
1675,791,5,2274,0,10
1120,53,7,1141,51,6
401,1139,10,1742,0,14
832,803,1,16,0,13
839,1115,10,3706,0,7
379,1345,1,837,109,3
729,190,1,2198,0,12
1489,573,1,2198,0,12
1489,573,10,3743,0,11
387,354,3,1167,200,6
68,498,10,2246,0,8
128,1112,1,2196,0,11
1091,1107,1,2196,0,11
429,311,9,406,0,4
1775,743,5,2167,0,16
1675,791,5,1900,0,11
1401,96,6,2650,0,8
221,782,5,2641,0,4
955,19,5,3504,0,10
1723,517,1,2195,0,10
1775,743,1,2195,0,10
1604,511,1,2198,0,12
335,247,5,2204,0,8
1159,1213,1,3618,0,12
1325,575,1,3611,0,10
1433,653,1,3617,0,13
1433,653,1,3619,0,13
1635,1271,5,1449,0,7
316,852,10,1926,0,9
1232,785,5,2577,0,14
651,791,5,1871,0,16
107,894,5,2412,0,8
403,759,1,2198,0,12
1675,791,5,2935,0,27
1552,477,1,2195,0,10
1485,733,5,2107,0,12
1028,745,1,361,0,5
1381,859,1,2195,0,10
696,1252,5,2039,0,6
1287,401,6,97,0,7
1159,1213,5,2736,0,9
12,923,1,888,0,2
331,86,6,854,0,3
594,11,10,2250,0,7
1549,576,10,1942,0,3
1376,750,10,2758,0,11
1721,747,10,3743,0,11
98,169,1,2198,0,12
728,1008,1,2733,0,11
541,1215,5,469,0,4
403,759,1,709,0,6
24,802,1,3371,0,6
1117,1144,10,2394,0,6
583,987,5,2165,0,5
1630,136,5,3125,0,5
1002,771,5,1331,0,3
1803,1119,1,3179,0,4
1735,1151,5,1538,0,10
878,900,10,1106,0,3
507,1293,10,681,0,4
1223,780,10,740,0,7
1608,960,5,1432,0,7
1608,960,5,2993,0,7
1584,804,10,1289,0,6
65,760,1,2198,0,12
1433,653,10,3743,0,11
1512,806,1,3610,0,7
1373,814,11,1799,0,5
1144,1130,1,2195,0,10
1385,223,10,360,0,6
1056,1177,10,2616,0,7
832,803,10,2822,0,6
25,1043,3,2077,0,10
336,1297,1,3355,0,8
563,732,5,2763,0,12
1675,791,5,2431,0,10
948,1138,5,1915,0,14
870,896,1,1084,0,18
1650,1426,1,956,0,4
459,261,10,882,0,14
459,261,1,2745,0,7
590,452,10,3101,0,8
717,1084,6,3406,0,7
746,798,10,3140,0,11
1325,688,1,2195,0,10
182,1202,10,2959,0,7
118,844,5,2160,0,12
620,1201,10,2616,0,7
118,844,9,2870,0,7
990,503,10,2311,0,11
1745,112,6,1160,0,6
410,1056,5,974,0,14
248,829,10,2933,0,18
248,829,10,2921,0,19
980,1124,10,133,0,11
476,20,5,2199,0,10
986,745,10,155,0,6
795,796,10,1024,0,6
728,1008,5,958,0,5
1131,824,10,132,0,9
170,814,1,2195,0,10
1382,139,10,2926,0,11
1625,768,5,836,0,10
832,803,1,2829,0,7
65,760,10,3743,0,11
198,589,1,2790,0,4
389,128,1,3106,0,3
1281,261,10,2878,0,3
88,346,1,2607,0,14
870,896,5,3380,0,13
1485,733,5,3508,0,14
1442,720,5,2984,0,7
1168,203,5,3349,0,6
986,745,5,2909,0,14
1598,775,10,2440,0,6
1206,1003,1,815,0,2
1295,1233,5,2040,0,6
577,537,10,3743,0,11
1349,744,1,3611,0,10
45,933,1,1589,0,3
1236,1113,10,3691,0,4
639,645,10,1683,0,6
548,822,1,1201,116,6
483,1023,1,1561,0,11
1349,744,10,292,0,11
1277,264,5,308,0,12
389,127,1,816,0,3
485,153,10,3112,0,3
1575,1238,3,60,0,4
1491,444,5,3171,0,13
88,346,1,2354,0,9
1721,747,1,2195,0,10
244,572,1,2195,0,10
147,511,1,1482,0,5
485,153,1,2197,0,12
476,849,10,3022,0,8
1402,526,10,2398,0,11
1232,787,5,2519,0,12
1303,515,1,1624,0,5
267,559,5,2686,0,9
1038,137,1,3614,0,7
1712,343,9,1186,0,5
1349,744,10,1685,0,11
1563,194,6,577,0,5
590,452,9,559,0,2
549,814,10,3176,0,9
795,796,10,3743,0,11
1711,812,1,3175,0,12
1734,1352,1,895,39,3
1469,1352,3,388,0,4
568,852,5,3257,0,15
1103,648,10,3177,0,11
365,1063,9,809,0,11
1590,1141,5,1519,0,10
1203,1133,1,3640,0,3
606,1048,1,743,0,6
1526,728,3,3426,0,12
795,796,1,3640,0,3
1675,791,5,1227,0,24
1761,751,10,3177,0,11
371,995,1,1118,0,11
1364,1002,1,1118,0,11
1653,976,1,1118,0,11
508,1188,10,3616,0,11
1232,785,5,1988,0,7
1409,1205,1,34,181,2
252,288,2,26,0,2
708,487,5,195,0,8
651,785,5,1889,0,42
65,760,10,3177,0,11
748,203,10,727,0,4
1093,992,1,791,0,5
1764,1120,6,3656,0,4
133,946,1,791,0,5
1365,967,1,791,0,5
707,968,1,1734,40,3
410,1056,5,2659,0,15
123,870,4,1598,0,3
651,791,5,2468,0,8
988,1071,3,908,196,3
493,86,6,854,0,3
532,989,1,1117,0,8
1794,961,1,1117,0,8
190,661,1,1116,0,8
1232,785,5,319,0,14
867,791,5,2688,0,4
389,127,5,686,0,11
717,1084,6,3696,0,3
876,810,10,3706,0,7
389,48,5,1401,0,4
1040,409,4,1594,0,7
188,796,10,1123,0,10
389,127,5,488,0,7
19,630,1,3611,0,10
700,803,1,3611,0,10
1761,751,10,1546,0,10
1028,745,1,1133,0,9
651,791,5,2689,0,8
1287,401,9,1471,0,11
1410,896,5,2679,213,5
1287,401,3,1471,0,11
1001,41,10,3640,0,3
1357,687,10,3333,0,7
1721,747,10,733,0,7
597,852,5,3185,0,15
1381,859,5,2206,0,9
1709,739,10,401,0,6
1336,825,1,3611,0,10
1711,732,10,734,0,8
535,205,5,1124,0,12
1675,791,5,1975,0,9
504,337,10,2620,0,5
1180,737,10,3640,0,3
1369,785,5,1348,0,44
451,478,5,3567,215,14
241,1184,10,885,0,13
1748,906,5,1295,168,29
1711,732,10,885,0,13
1768,1172,10,3009,0,4
476,849,5,2668,162,10
881,305,1,385,0,4
1308,260,5,2146,0,11
1649,383,10,3616,0,11
1741,546,6,3574,0,7
188,796,5,2185,0,10
1775,743,10,3333,0,7
1543,56,5,1399,0,10
339,205,5,3549,0,22
107,220,9,1629,0,2
248,785,5,3750,0,6
563,808,6,3702,0,5
1188,1062,1,772,0,4
264,1359,3,1460,0,2
1382,139,5,2962,0,11
603,898,5,1798,0,3
1356,1333,4,1180,0,5
547,681,10,3333,0,7
280,415,9,794,0,5
556,785,5,2935,0,27
816,798,10,2398,0,11
1151,328,10,3333,0,7
537,275,5,3333,0,7
96,844,5,71,0,2
849,516,10,1741,196,4
651,791,5,1055,0,9
1812,160,1,3612,0,5
854,81,10,1736,0,12
1795,810,10,3333,0,7
70,762,10,3333,0,7
236,393,10,1862,0,5
1279,899,9,2801,0,7
770,758,10,2200,0,9
820,586,1,1107,0,7
477,990,1,1107,0,7
515,814,10,3333,0,7
218,1161,5,2177,0,12
1792,1439,10,3333,0,7
358,599,10,829,0,2
252,288,2,913,0,4
1126,747,10,565,0,11
783,584,1,763,0,6
820,587,1,763,0,6
783,584,1,769,0,5
477,990,1,763,0,6
72,516,1,3180,0,5
721,1154,10,2372,0,2
464,136,10,2781,0,15
641,1322,10,1420,0,9
1526,728,10,3640,0,3
1203,1133,6,17,0,5
403,759,6,3656,0,4
531,1143,1,437,0,4
1489,573,10,464,0,5
976,873,1,85,0,11
476,20,5,2675,0,8
1304,1076,5,432,0,5
475,1059,9,1380,0,8
730,95,6,3702,0,5
65,760,10,2258,190,7
1320,647,10,2200,0,9
312,810,10,962,0,8
642,1245,5,2174,0,10
339,205,5,2685,0,17
1232,785,5,1232,0,9
653,731,10,3333,0,7
1088,662,1,3739,0,4
177,934,10,3333,0,7
459,261,10,3615,0,9
490,337,10,3333,0,7
121,813,1,3611,0,10
389,48,5,2859,0,4
849,516,10,3333,0,7
867,791,5,2683,0,11
590,452,9,561,0,8
1256,794,10,3333,0,7
1804,739,10,3333,0,7
543,731,10,2645,0,7
1366,1087,8,1617,0,9
1775,743,10,3738,0,7
795,796,10,1599,0,6
625,643,10,154,0,14
1458,123,5,2069,0,15
402,1255,5,2080,0,9
389,127,5,546,0,11
389,127,5,3432,0,9
889,1256,1,1664,0,4
72,516,10,3656,0,4
1485,733,5,2910,0,8
1459,1199,10,3333,0,7
86,298,3,1567,0,2
88,348,4,95,0,5
693,384,3,171,0,3
1771,1190,10,3333,0,7
221,782,10,3333,0,7
924,382,10,3333,0,7
1445,1239,9,2951,0,4
1565,813,10,3333,0,7
1664,532,10,3639,0,2
354,805,10,3639,0,2
1300,729,10,3640,0,3
9,254,10,3333,0,7
1619,1186,10,3333,0,7
1686,269,10,3333,0,7
1409,1205,10,3333,26,7
416,376,10,3333,0,7
1359,748,10,3333,0,7
598,937,3,206,0,7
627,1198,10,3333,0,7
42,1175,10,3333,0,7
241,1184,3,1463,0,10
1056,238,10,2955,0,10
464,136,5,2090,0,6
861,1189,10,3333,0,7
236,393,10,3333,0,7
1222,619,3,667,0,5
241,1184,10,3333,0,7
1395,357,10,3333,0,7
977,323,10,1249,0,8
1223,780,10,1249,0,8
410,1056,5,2705,0,6
986,745,1,438,0,5
443,756,10,3615,0,9
1730,351,3,666,0,3
1623,287,3,2036,0,3
1478,387,3,666,0,3
410,1056,5,2704,0,5
1681,276,10,3333,0,7
631,6,10,1644,0,4
481,120,10,3333,0,7
1449,313,10,3333,0,7
130,224,10,3333,0,7
1555,1450,3,666,0,3
598,937,3,2737,0,4
1095,402,10,3333,0,7
996,352,4,2815,0,7
746,798,10,14,0,8
1056,238,10,3333,0,7
1313,1209,10,3333,0,7
1768,1172,10,3333,0,7
508,1188,1,1648,0,7
708,487,1,194,0,16
1433,653,2,26,0,2
648,764,10,3639,0,2
1400,1180,10,3333,0,7
947,381,1,1978,0,3
727,505,5,3252,11,11
1728,1074,6,104,0,8
810,754,10,3333,0,7
73,639,5,2014,0,13
1649,383,10,2432,0,3
893,1192,10,3333,0,7
625,643,10,3333,0,7
799,111,1,1185,0,3
333,1340,1,2602,0,6
563,808,8,3592,0,13
1023,630,6,3656,0,4
128,1112,6,3656,0,4
1105,171,6,3656,0,4
244,572,6,3656,0,4
1433,653,10,3640,0,3
655,472,5,3297,0,19
1632,374,3,176,0,3
395,925,1,1590,0,3
1002,771,5,3251,0,14
701,232,3,3041,0,3
814,799,10,3042,0,11
173,495,3,888,0,2
1401,96,6,259,0,6
825,900,6,3657,0,4
648,764,10,1268,0,3
245,452,1,661,0,3
1245,919,1,2007,0,7
124,468,1,1753,0,5
389,127,10,3630,0,6
389,127,5,1329,0,8
389,127,9,1397,0,8
870,896,5,1965,126,8
1215,782,10,3348,0,3
1729,318,3,186,0,5
110,277,9,1446,0,5
1164,822,5,1883,23,42
931,870,4,2380,0,4
351,423,1,3278,0,10
339,205,5,3187,159,15
1001,810,10,3639,0,2
893,1192,10,1978,0,3
1391,1415,4,1642,0,5
786,1461,3,1567,0,2
1433,653,10,947,0,3
792,885,5,3502,0,10
563,808,3,2746,0,6
89,379,3,1567,0,2
986,745,3,2746,0,6
1338,783,10,1546,0,10
1721,747,10,1546,0,10
1771,1190,10,1978,0,3
184,648,9,754,0,4
11,858,5,1909,0,15
78,1080,6,3723,0,5
797,720,1,1565,0,3
1296,1179,10,1978,0,3
187,539,10,2000,0,4
783,584,1,1108,0,3
820,586,1,1108,0,3
477,990,1,1108,0,3
111,1158,4,1951,0,8
337,243,10,3086,0,6
1761,751,1,550,0,3
1265,536,10,3639,0,2
1675,791,5,729,0,4
1675,791,5,3205,0,20
1649,383,10,3639,0,2
1056,238,10,1576,0,5
1723,517,10,2000,0,4
1270,620,3,1670,0,2
1477,373,3,174,0,6
268,98,6,888,0,2
1357,797,10,2000,0,4
1070,480,5,3686,0,17
953,445,7,54,0,2
443,756,6,3656,0,4
131,43,6,3657,0,4
264,1359,5,3325,0,12
129,1324,4,712,0,4
1027,1200,10,1978,0,3
405,600,10,1979,0,4
1723,517,10,3640,0,3
870,896,5,1276,0,14
146,1336,10,2324,0,5
1447,1402,6,3723,0,5
510,1452,5,1974,0,10
1721,747,10,3640,0,3
561,507,6,3723,0,5
1334,1127,9,1943,0,9
646,226,2,26,0,2
467,1189,10,1906,0,4
72,516,10,3180,0,5
185,519,10,2000,0,4
476,20,5,2677,166,7
804,653,10,3640,0,3
500,775,10,3639,0,2
1499,281,3,457,0,2
178,1026,5,2049,0,18
1028,745,10,3640,0,3
184,648,10,3640,0,3
99,1256,1,683,0,4
1357,797,10,683,0,4
831,531,10,2000,0,4
1675,791,5,1901,0,17
1675,791,5,1946,0,12
1675,791,5,1863,0,19
1778,798,1,648,0,4
816,798,1,648,0,4
1401,96,6,3400,0,7
88,346,9,3379,0,14
110,277,5,3211,0,11
1376,750,10,3640,0,3
1366,1087,6,3655,0,3
1460,1430,3,896,0,5
1459,1199,1,550,0,3
775,460,10,1976,0,3
1018,1308,10,642,0,3
1748,906,5,3213,71,8
1396,74,5,2555,0,11
1060,1237,3,888,0,2
206,414,1,815,0,2
1126,747,6,3655,0,3
331,86,6,888,0,2
1290,1293,1,816,0,3
595,360,3,1570,0,2
241,916,10,3053,0,4
1045,327,4,2297,0,3
1522,386,1,816,0,3
1721,747,10,1143,0,7
312,810,1,3639,0,2
1720,229,10,3050,0,3
693,384,1,837,0,3
147,511,5,1202,0,18
980,1124,8,3592,0,13
653,731,6,17,0,5
1768,1172,10,2956,0,5
25,1043,3,2351,0,8
1028,745,10,3641,0,5
1791,1416,5,2213,0,20
1167,46,5,2590,0,4
459,261,5,3752,0,11
612,846,10,3639,0,2
508,1188,9,677,0,6
770,758,10,3640,0,3
245,452,10,258,0,5
1730,351,3,185,0,3
103,387,3,191,0,4
986,745,5,2927,0,8
249,526,5,2986,0,16
195,1398,5,2770,0,12
1120,909,7,1184,53,6
39,868,5,1654,0,15
1110,372,10,152,0,11
1273,261,10,3732,0,9
1645,682,10,1674,0,10
1748,906,5,869,0,4
841,624,3,3078,0,6
933,250,5,2721,0,8
816,1151,8,3162,0,10
403,759,10,2000,0,4
508,1188,10,471,0,10
608,48,5,784,0,16
1084,622,3,88,0,7
388,83,6,3723,0,5
1483,882,10,138,0,12
1721,747,1,49,0,3
1597,311,10,1575,0,4
7,1088,3,834,0,4
867,791,5,2707,0,19
1232,785,5,2813,0,5
1085,968,1,1735,0,6
147,511,6,3723,0,5
65,760,6,3658,0,2
888,1310,1,164,0,5
39,8,5,3234,211,12
920,1414,10,2252,0,5
1374,1440,1,2092,0,6
1582,353,3,497,0,7
1599,858,5,2517,0,9
1771,1190,10,3055,0,6
555,1204,10,414,0,6
795,796,8,3701,0,10
489,1040,5,2178,0,12
1463,1195,10,411,0,14
467,1189,10,1497,178,9
923,842,5,1967,0,26
577,537,9,1498,0,12
1374,1440,5,2191,0,13
1471,228,5,2189,0,10
1420,853,5,2719,0,17
867,791,5,2158,0,11
1702,721,5,2086,0,3
1122,1300,2,34,205,2
1232,785,5,1969,0,34
1151,328,1,2759,0,5
895,411,1,1759,0,8
25,1043,5,2928,0,4
1232,785,5,1981,0,22
1141,1266,5,2764,0,11
603,898,5,2012,0,6
1239,52,5,3243,27,12
183,941,6,3655,0,3
35,811,10,2000,0,4
1721,747,10,1145,199,3
782,361,1,3070,0,3
1595,653,1,164,0,5
1038,137,5,3466,0,18
1287,401,6,1786,0,6
1759,893,5,3039,164,11
504,338,10,304,0,8
703,879,10,1361,0,3
1589,702,5,2186,0,10
72,516,10,2285,0,14
982,207,5,2968,0,14
1614,655,8,3701,0,10
476,849,5,2670,175,10
1157,152,8,3701,0,10
250,1067,6,1952,0,8
238,457,9,2592,0,5
1383,297,3,2847,0,9
1595,653,1,1172,189,7
995,634,3,3078,0,6
885,1228,10,3083,0,4
147,511,8,3701,0,10
1262,577,8,3701,0,10
1730,351,3,427,0,8
448,1444,10,1396,0,8
1445,1239,10,1259,0,10
1388,564,10,2182,0,13
920,1312,10,160,0,5
244,572,8,3701,0,10
1313,116,5,1496,0,13
1747,1217,5,2207,0,9
1313,116,5,1495,0,10
867,791,5,1229,0,9
1709,739,10,2248,157,13
1709,739,10,2243,0,14
1516,806,10,950,0,11
13,47,5,1472,0,8
1337,557,6,3133,0,10
1477,373,9,441,0,7
1535,592,1,1991,0,9
1675,791,5,3516,0,19
570,843,8,3592,0,13
783,584,1,1402,0,3
1745,112,3,1162,0,3
820,587,1,1402,0,3
1723,517,8,3592,0,13
1788,205,5,975,0,18
982,207,1,2969,0,33
757,56,9,1716,0,4
1808,1296,10,170,0,7
1808,1296,10,161,0,8
283,807,10,494,0,5
283,807,8,3600,0,11
508,1188,2,1176,201,7
119,794,10,2628,0,7
27,781,10,2245,196,13
1512,806,10,2247,158,7
1024,280,1,160,0,5
506,753,8,3701,0,10
527,799,10,163,0,7
1381,859,5,1649,0,6
973,610,3,3078,0,6
914,315,3,1671,0,9
792,885,9,3742,0,13
1263,1414,1,3590,0,14
566,104,1,837,0,3
809,815,5,2684,0,12
802,563,5,691,0,26
1702,721,5,3760,0,5
762,1281,10,2000,0,4
505,141,8,3592,0,13
1411,1281,10,1143,0,7
708,1143,5,2627,0,15
121,813,8,3592,0,13
161,522,1,3566,0,3
234,353,3,1675,0,5
234,353,3,495,0,2
626,196,6,1102,0,10
8,709,5,1305,0,22
160,188,5,2999,0,7
266,547,3,2747,0,5
867,719,5,1963,0,22
288,737,3,1456,0,7
1126,747,10,2644,0,10
343,959,10,1361,0,3
438,1447,2,1036,196,4
1275,454,3,391,0,10
459,261,10,435,0,10
238,457,10,558,0,6
1506,1046,10,1633,0,8
1219,51,10,2314,0,2
1215,782,10,1144,196,10
147,511,8,1488,0,5
742,20,5,1719,0,10
460,1135,10,2510,0,3
1215,782,3,3454,0,3
631,6,1,164,0,5
234,353,3,496,0,4
651,791,5,3204,0,19
361,1322,10,1644,0,4
361,1322,9,1935,0,6
403,759,8,3701,0,10
25,1043,3,2078,0,11
107,220,5,3135,0,10
304,314,10,670,0,4
867,791,5,1854,0,11
272,791,5,2774,0,13
988,1071,3,890,196,4
280,415,10,614,133,11
1203,1133,8,3701,0,10
1320,647,8,3701,0,10
1240,1106,8,3701,0,10
653,731,8,3701,0,10
389,127,1,214,0,4
1357,797,10,164,0,5
1603,699,4,3591,0,8
1055,91,10,1218,0,3
991,86,6,3594,0,8
370,1140,8,3601,0,10
1594,579,8,3592,0,13
223,483,8,3593,0,16
1728,1074,10,289,0,11
535,205,5,3044,0,16
1251,1265,1,660,0,7
462,756,8,3592,0,13
266,547,10,793,0,5
915,656,8,3701,0,10
1249,265,10,1657,0,10
1601,901,5,3164,0,9
458,1103,5,282,0,9
67,991,9,1808,0,8
42,1175,3,1568,0,3
42,1175,3,3453,0,9
1349,744,10,2249,45,9
1599,858,5,2922,0,17
1616,645,8,3701,0,10
1028,745,1,2936,0,7
810,754,10,2244,0,8
1526,728,3,2746,0,6
1265,536,10,2251,0,7
1659,532,10,2254,0,6
450,807,10,289,0,11
1775,743,10,179,0,9
249,526,10,289,0,11
1511,611,9,1413,0,3
947,381,3,3072,0,6
1043,2,5,3152,0,22
1232,785,5,2471,0,11
585,540,8,3132,0,9
727,505,5,590,0,12
1167,46,10,745,0,11
816,798,10,745,0,11
1457,221,10,289,0,11
1265,536,10,157,0,5
1775,743,3,2746,0,6
413,729,1,1128,0,10
1694,139,5,2153,0,9
1306,156,5,1150,0,16
1433,654,1,1634,0,6
150,521,9,1630,0,3
813,459,10,50,0,6
833,533,10,1270,0,8
799,111,1,1104,0,3
1629,499,10,930,0,7
1516,806,8,3700,0,4
554,889,10,397,0,14
404,1403,8,1778,0,6
218,1161,5,1371,0,10
1640,537,10,1320,0,7
1335,456,3,1659,0,4
35,706,3,2746,0,6
1702,721,5,2521,0,7
1702,721,5,2175,0,5
221,782,5,3026,0,3
1513,960,10,2220,0,11
393,1380,10,2172,0,11
1266,1309,10,2172,0,11
1751,1025,10,2172,0,11
1131,824,5,638,0,8
1424,449,2,1035,0,6
264,1359,10,116,0,3
72,516,8,2190,0,14
1063,707,5,1412,0,4
1811,233,1,1114,0,8
1161,588,1,1114,0,8
41,964,1,1114,0,8
1511,611,5,1414,0,7
1675,791,5,3541,0,25
1280,494,10,2000,0,4
1449,313,10,3389,0,3
947,381,1,556,0,6
549,814,10,647,0,4
144,302,3,2020,0,6
1745,112,1,866,183,3
1125,199,3,927,182,4
1748,906,5,3216,70,16
951,736,10,2000,0,4
65,760,10,2000,0,4
579,755,10,3079,0,10
1167,46,5,629,0,3
770,758,10,2000,0,4
459,261,5,3429,0,11
389,60,9,1372,0,6
631,6,1,1065,0,6
354,805,10,2241,0,16
814,799,10,2242,0,15
1620,846,8,3592,0,13
1675,791,5,3542,0,25
1675,791,5,3540,0,25
656,765,8,3592,0,13
81,908,5,2192,0,14
65,760,10,1130,0,8
870,896,5,53,0,11
55,851,5,2603,0,6
1304,1076,5,2728,0,5
1433,654,5,2838,0,3
1004,21,5,2466,0,9
1121,143,5,3137,0,6
1086,362,3,1422,0,4
563,732,10,1125,0,9
73,463,3,3085,0,3
304,314,10,1054,0,5
102,299,3,2034,0,3
1338,783,10,2000,0,4
585,540,10,2000,0,4
402,1051,3,3260,0,9
1104,1337,9,2601,0,7
65,760,8,3592,0,13
1537,498,1,5,0,7
170,814,10,2000,0,4
1223,780,10,3532,0,12
1628,535,8,3601,0,10
699,845,8,3599,0,4
516,805,10,2000,0,4
449,529,3,1838,0,7
1804,739,10,681,0,4
212,375,2,977,202,4
718,24,1,3032,0,7
88,346,9,2904,0,11
1313,116,10,1147,0,9
1811,233,4,2478,0,8
549,814,3,447,0,3
1364,1002,1,1930,0,3
371,995,1,1108,0,3
1653,976,1,1108,0,3
1486,349,3,423,0,3
96,844,5,2559,0,21
1788,205,5,2509,0,9
326,784,8,3592,0,13
998,1241,10,1631,0,4
731,1034,1,768,0,10
1329,947,1,768,0,10
1365,985,1,768,0,10
1103,648,10,2000,0,4
1087,1447,10,715,0,8
1537,498,1,653,0,6
651,791,5,2938,0,7
457,785,9,119,0,11
469,742,1,2169,0,8
627,1198,9,1827,0,6
1056,238,10,2887,0,12
1223,780,10,2419,0,12
169,549,1,2121,0,7
436,3,5,2142,0,17
